E_app_corr,J_model_calculation1
1.0447226263102,2.22371331974634e-35
1.0347226263102,1.70045258836844e-35
1.0247226263102,2.60687412879266e-35
1.0147226263102,3.68073664132505e-35
1.0047226263102,5.38352224021572e-35
0.994722626310204,7.89648055882002e-35
0.984722626310204,1.16230137918758e-34
0.974722626310204,1.7131559988923e-34
0.964722626310204,2.52703898783235e-34
0.954722626310204,3.72910259847359e-34
0.944722626310204,5.50422218471547e-34
0.934722626310204,8.12538133616164e-34
0.924722626310204,1.1995656048533e-33
0.914722626310204,1.77101920916939e-33
0.904722626310204,2.61477196106742e-33
0.894722626310204,3.86056731999431e-33
0.884722626310204,5.69996952519671e-33
0.874722626310204,8.41581994504813e-33
0.864722626310204,1.24257288717755e-32
0.854722626310204,1.83462903831504e-32
0.844722626310204,2.70878944295871e-32
0.834722626310204,3.99947151649335e-32
0.824722626310204,5.90514011824902e-32
0.814722626310204,8.71882499071253e-32
0.804722626310204,1.287317920726e-31
0.794722626310204,1.90070071570889e-31
0.784722626310204,2.80634919182753e-31
0.774722626310204,4.14352262093315e-31
0.764722626310204,6.11783479907117e-31
0.754722626310204,9.032870785116e-31
0.744722626310204,1.33368684515599e-30
0.734722626310204,1.96916429631726e-30
0.724722626310204,2.90743525464327e-30
0.714722626310204,4.29277538451408e-30
0.704722626310204,6.33820512977122e-30
0.694722626310204,9.35824538326036e-30
0.684722626310204,1.38172806567595e-29
0.674722626310204,2.04009664529601e-29
0.664722626310204,3.01216610006256e-29
0.654722626310204,4.44740933707084e-29
0.644722626310204,6.56652047395121e-29
0.634722626310204,9.69535050209148e-29
0.624722626310204,1.43150127053264e-28
0.614722626310204,2.11358624450041e-28
0.604722626310204,3.12067270368108e-28
0.594722626310204,4.60761817864605e-28
0.584722626310204,6.80306712903791e-28
0.574722626310204,1.00446091463419e-27
0.564722626310204,1.48306894405283e-27
0.554722626310204,2.18972537905139e-27
0.544722626310204,3.23309135130186e-27
0.534722626310204,4.77360316241388e-27
0.524722626310204,7.04814227374076e-27
0.514722626310204,1.04064601312465e-26
0.504722626310204,1.53649588080717e-26
0.494722626310204,2.26860972232787e-26
0.484722626310204,3.34956330991056e-26
0.474722626310204,4.94557287596758e-26
0.464722626310204,7.30205389710718e-26
0.454722626310204,1.07813582158951e-25
0.444722626310204,1.59184922787017e-25
0.434722626310204,2.35033841976411e-25
0.424722626310204,3.47023497184743e-25
0.414722626310204,5.12374347369258e-25
0.404722626310204,7.5651211600982e-25
0.394722626310204,1.11697746549689e-24
0.384722626310204,1.64919856803515e-24
0.374722626310204,2.43501421338079e-24
0.364722626310204,3.59525804026268e-24
0.354722626310204,5.30833895211813e-24
0.344722626310204,7.83767480392187e-24
0.334722626310204,1.1572197803321e-23
0.324722626310204,1.70861600921087e-23
0.314722626310204,2.52274357401502e-23
0.304722626310204,3.7247897245861e-23
0.294722626310204,5.49959143889902e-23
0.284722626310204,8.12005757688027e-23
0.274722626310204,1.1989133746695e-22
0.264722626310204,1.77017627764801e-22
0.254722626310204,2.6136368390044e-22
0.244722626310204,3.85899294399557e-22
0.234722626310204,5.69774149330371e-22
0.224722626310204,8.41262467853414e-22
0.214722626310204,1.24211069579058e-21
0.204722626310204,1.8339568148683e-21
0.194722626310204,2.70780835544362e-21
0.184722626310204,3.99803653901524e-21
0.174722626310204,5.90303841900227e-21
0.164722626310204,8.71574422170844e-21
0.154722626310204,1.28686609795954e-20
0.144722626310204,1.90003787856585e-20
0.134722626310204,2.80537662926751e-20
0.124722626310204,4.14209549186889e-20
0.114722626310204,6.11574058959568e-20
0.104722626310204,9.02979771364514e-20
0.0947226263102036,1.33323591352554e-19
0.0847226263102036,1.96850264767926e-19
0.0747226263102035,2.90646448054554e-19
0.0647226263102035,4.29135115597845e-19
0.0547226263102035,6.33611578788063e-19
0.0447226263102035,9.35518055741795e-19
0.0347226263102035,1.3812785270371e-18
0.0247226263102035,2.03943733194062e-18
0.0147226263102035,3.01119920541466e-18
0.00472262631020348,4.44599149534079e-18
-0.00527737368979653,6.5644415596585e-18
-0.0152773736897965,9.69230257501125e-18
-0.0252773736897965,1.431054452568e-17
-0.0352773736897966,2.11293128620648e-17
-0.0452773736897966,3.11971274509639e-17
-0.0552773736897966,4.6062113344207e-17
-0.0652773736897966,6.80100558322776e-17
-0.0752773736897966,1.00415885535434e-16
-0.0852773736897966,1.48262641448044e-16
-0.0952773736897966,2.18907712983473e-16
-0.105277373689797,3.23214186237692e-16
-0.115277373689797,4.77221261896069e-16
-0.125277373689797,7.04610605473143e-16
-0.135277373689797,1.04034788160479e-15
-0.145277373689797,1.53606085686013e-15
-0.155277373689797,2.26798083676804e-15
-0.165277373689797,3.34863511148578e-15
-0.175277373689797,4.94421346612566e-15
-0.185277373689797,7.30006236303914e-15
-0.195277373689797,1.07782206628439e-14
-0.205277373689797,1.59141372564499e-14
-0.215277373689797,2.34968284674834e-14
-0.225277373689797,3.46928607386488e-14
-0.235277373689797,5.12235515842439e-14
-0.245277373689797,7.56309201707064e-14
-0.255277373689797,1.11668081428394e-13
-0.265277373689797,1.6487649250327e-13
-0.275277373689797,2.43438038186422e-13
-0.285277373689797,3.59433170853756e-13
-0.295277373689797,5.30698529989669e-13
-0.305277373689797,7.83569686805683e-13
-0.315277373689797,1.15693077523493e-12
-0.325277373689797,1.70819370494861e-12
-0.335277373689797,2.52212636598335e-12
-0.345277373689797,3.72391268917455e-12
-0.355277373689797,5.49829016512894e-12
-0.365277373689797,8.11815152275031e-12
-0.375277373689797,1.19863336628854e-11
-0.385277373689797,1.76976392020751e-11
-0.395277373689797,2.61302689364149e-11
-0.405277373689797,3.85808478620262e-11
-0.415277373689797,5.69637628441555e-11
-0.425277373689797,8.41054425120166e-11
-0.435277373689797,1.24178766802901e-10
-0.445277373689797,1.83344269270325e-10
-0.455277373689797,2.70696431942164e-10
-0.465277373689797,3.9965993464077e-10
-0.475277373689797,5.90049142674396e-10
-0.485277373689797,8.7110443057981e-10
-0.495277373689797,1.28596550515383e-09
-0.505277373689797,1.89825492987224e-09
-0.515277373689797,2.80175229556441e-09
-0.525277373689797,4.13457727681054e-09
-0.535277373689797,6.09991193305483e-09
-0.545277373689797,8.99612251807335e-09
-0.555277373689797,1.32602080369047e-08
-0.565277373689797,1.95297414795734e-08
-0.575277373689797,2.87295916151151e-08
-0.585277373689797,4.21899131934564e-08
-0.595277373689797,6.17992746392879e-08
-0.605277373689797,9.01873652314188e-08
-0.615277373689797,1.3090801325001e-07
-0.625277373689797,1.88543446663512e-07
-0.635277373689797,2.68562123463632e-07
-0.645277373689797,3.76638797843832e-07
-0.655277373689797,5.17053801929374e-07
-0.665277373689797,6.89932852257042e-07
-0.675277373689797,8.87806947657249e-07
-0.685277373689797,1.09336613821943e-06
-0.695277373689797,1.28135209423477e-06
-0.705277373689797,1.42603908567263e-06
-0.715277373689797,1.51106559597022e-06
-0.725277373689797,1.53497893156789e-06
-0.735277373689797,1.50895778189506e-06
-0.745277373689797,1.44975063245505e-06
-0.755277373689797,1.37323300408885e-06
-0.765277373689797,1.29123670293847e-06
-0.775277373689797,1.21115155087302e-06
-0.785277373689797,1.13686700850824e-06
-0.795277373689797,1.06995419106477e-06
-0.805277373689797,1.01063431241283e-06
-0.815277373689797,9.58436635777898e-07
-0.825277373689797,9.12596812232878e-07
-0.835277373689797,8.72277410086005e-07
-0.845277373689797,8.36678616933389e-07
-0.855277373689797,8.05086026181069e-07
-0.865277373689797,7.76884655529016e-07
-0.875277373689797,7.5155622413435e-07
-0.885277373689797,7.28669132233615e-07
-0.895277373689797,7.07866124004868e-07
-0.905277373689797,6.88852088439412e-07
-0.915277373689797,6.71383076904438e-07
-0.925277373689797,6.55256896761429e-07
-0.935277373689797,6.40305286438394e-07
-0.945277373689797,6.26387520730144e-07
-0.955277373689797,6.13385239799001e-07
-0.965277373689797,6.01198296176266e-07
-0.975277373689797,5.8974142546502e-07
-0.985277373689797,5.78941582645048e-07
-0.995277373689797,5.68735804691279e-07
-1.0052773736898,5.59069495281676e-07
-1.0152773736898,5.49895041062595e-07
-1.0252773736898,5.41170691670961e-07
-1.0352773736898,5.3285964862871e-07
-1.0452773736898,5.24929320441093e-07
-1.0552773736898,5.17350710244604e-07
-1.0652773736898,5.10097909619535e-07
-1.0752773736898,5.03147558751962e-07
-1.0852773736898,4.96479106566853e-07
-1.0952773736898,4.90073221875146e-07
-1.1052773736898,4.83912999427476e-07
-1.1152773736898,4.77982782316974e-07
-1.1252773736898,4.72268395534289e-07
-1.1352773736898,4.66756851030124e-07
-1.1452773736898,4.61436257623147e-07
-1.1552773736898,4.56295689902963e-07
-1.1652773736898,4.51325092103796e-07
-1.1752773736898,4.46515188261692e-07
-1.1852773736898,4.41857405400735e-07
-1.1952773736898,4.37343805328436e-07
-1.2052773736898,4.32967024669754e-07
-1.2152773736898,4.28720221724343e-07
-1.2252773736898,4.24597029316617e-07
-1.2352773736898,4.20591512814154e-07
-1.2452773736898,4.16698132674075e-07
-1.2552773736898,4.12911710889463e-07
-1.2652773736898,4.09227400941302e-07
-1.2752773736898,4.05640660742831e-07
-1.2852773736898,4.02147228280319e-07
-1.2952773736898,3.98743099610483e-07
-1.3052773736898,3.95424508955345e-07
-1.3152773736898,3.9218791065701e-07
-1.3252773736898,3.89029962789621e-07
-1.3352773736898,3.85947512249436e-07
-1.3452773736898,3.82937581167023e-07
-1.3552773736898,3.79997354503845e-07
-1.3652773736898,3.77124168712475e-07
-1.3752773736898,3.74315501353379e-07
-1.3852773736898,3.71568961573607e-07
-1.3952773736898,3.68882281363835e-07
-1.4052773736898,3.6625330751889e-07
-1.4152773736898,3.63679994235621e-07
-1.4252773736898,3.61160396288888e-07
-1.4352773736898,3.58692662732572e-07
-1.4452773736898,3.5627503107869e-07
-1.4552773736898,3.53905821911603e-07
-1.4552773736898,3.51583434052129e-07
-1.4452773736898,3.49306339502463e-07
-1.4352773736898,3.47073079419031e-07
-1.4252773736898,3.44882260382446e-07
-1.4152773736898,3.42732550300181e-07
-1.4052773736898,3.40622675126074e-07
-1.3952773736898,3.38551415589047e-07
-1.3852773736898,3.36517604208444e-07
-1.3752773736898,3.34520122485161e-07
-1.3652773736898,3.32557898283721e-07
-1.3552773736898,3.30629903382022e-07
-1.3452773736898,3.28735151178267e-07
-1.3352773736898,3.26872694542947e-07
-1.3252773736898,3.25041623804996e-07
-1.3152773736898,3.23241064862248e-07
-1.3052773736898,3.21470177407203e-07
-1.2952773736898,3.1972815325961e-07
-1.2852773736898,3.18014214798113e-07
-1.2752773736898,3.16327613483869e-07
-1.2652773736898,3.14667628469133e-07
-1.2552773736898,3.13033565284604e-07
-1.2452773736898,3.11424754599136e-07
-1.2352773736898,3.09840551045641e-07
-1.2252773736898,3.08280332108737e-07
-1.2152773736898,3.06743497053624e-07
-1.2052773736898,3.05229465927957e-07
-1.1952773736898,3.03737678560918e-07
-1.1852773736898,3.02267593614428e-07
-1.1752773736898,3.00818687623441e-07
-1.1652773736898,2.99390454021007e-07
-1.1552773736898,2.97982402104368e-07
-1.1452773736898,2.96594055894067e-07
-1.1352773736898,2.95224952820792e-07
-1.1252773736898,2.9387464217861e-07
-1.1152773736898,2.9254268332511e-07
-1.1052773736898,2.91228643652354e-07
-1.0952773736898,2.89932095823453e-07
-1.0852773736898,2.8865260947339e-07
-1.0752773736898,2.87389705849208e-07
-1.0652773736898,2.86143222568201e-07
-1.0552773736898,2.84912020356484e-07
-1.0452773736898,2.8369612200454e-07
-1.0352773736898,2.82494645885987e-07
-1.0252773736898,2.8130689169355e-07
-1.0152773736898,2.80131854437355e-07
-1.0052773736898,2.78968255789363e-07
-0.995277373689797,2.77814348031162e-07
-0.985277373689797,2.76667705439949e-07
-0.975277373689797,2.75524889867345e-07
-0.965277373689797,2.74380965818771e-07
-0.955277373689797,2.73228781736969e-07
-0.945277373689797,2.72057911597376e-07
-0.935277373689797,2.70853088246502e-07
-0.925277373689797,2.69591897884374e-07
-0.915277373689797,2.68241376575842e-07
-0.905277373689797,2.6675300279193e-07
-0.895277373689797,2.65055325636281e-07
-0.885277373689797,2.63043144092075e-07
-0.875277373689797,2.60561663428997e-07
-0.865277373689797,2.57383397229416e-07
-0.855277373689797,2.53174706249419e-07
-0.845277373689797,2.47447788167831e-07
-0.835277373689797,2.39492796686022e-07
-0.825277373689797,2.28284038875053e-07
-0.815277373689797,2.12355041255302e-07
-0.805277373689797,1.89642255403532e-07
-0.795277373689797,1.57311347689791e-07
-0.785277373689797,1.11612014836761e-07
-0.775277373689797,4.78684278994221e-08
-0.765277373689797,-3.91918176961616e-08
-0.755277373689797,-1.54463571428294e-07
-0.745277373689797,-3.00551470756884e-07
-0.735277373689797,-4.74972554312951e-07
-0.725277373689797,-6.67420841077208e-07
-0.715277373689797,-8.59260216317392e-07
-0.705277373689797,-1.02722374129292e-06
-0.695277373689797,-1.15086869230508e-06
-0.685277373689797,-1.21970685883506e-06
-0.675277373689797,-1.23551688248939e-06
-0.665277373689797,-1.20912624708557e-06
-0.655277373689797,-1.15479920109355e-06
-0.645277373689797,-1.08567665578362e-06
-0.635277373689797,-1.01160477633568e-06
-0.625277373689797,-9.38887464572298e-07
-0.615277373689797,-8.70979213630206e-07
-0.605277373689797,-8.09387471938456e-07
-0.595277373689797,-7.5443978115963e-07
-0.585277373689797,-7.05826594716228e-07
-0.575277373689797,-6.6294450855699e-07
-0.565277373689797,-6.2509519245695e-07
-0.555277373689797,-5.91591021381625e-07
-0.545277373689797,-5.61804777128348e-07
-0.535277373689797,-5.35187887572297e-07
-0.525277373689797,-5.11272143978431e-07
-0.515277373689797,-4.89663556413197e-07
-0.505277373689797,-4.70033131334308e-07
-0.495277373689797,-4.5210706962137e-07
-0.485277373689797,-4.35657584733284e-07
-0.475277373689797,-4.20494830444174e-07
-0.465277373689797,-4.06460057281255e-07
-0.455277373689797,-3.93419937397153e-07
-0.445277373689797,-3.81261922156905e-07
-0.435277373689797,-3.69890475535392e-07
-0.425277373689797,-3.59224031758107e-07
-0.415277373689797,-3.49192542386947e-07
-0.405277373689797,-3.39735498345257e-07
-0.395277373689797,-3.30800332311069e-07
-0.385277373689797,-3.2234112475357e-07
-0.375277373689797,-3.1431755208937e-07
-0.365277373689797,-3.06694027987422e-07
-0.355277373689797,-2.99438999014103e-07
-0.345277373689797,-2.92524363935996e-07
-0.335277373689797,-2.85928576685258e-07
-0.325277373689797,-2.79619249426786e-07
-0.315277373689797,-2.73585167348157e-07
-0.305277373689797,-2.67804579890581e-07
-0.295277373689797,-2.62261547287732e-07
-0.285277373689797,-2.56940682463945e-07
-0.275277373689797,-2.51828201926912e-07
-0.265277373689797,-2.46911446370334e-07
-0.255277373689797,-2.4217882559973e-07
-0.245277373689797,-2.37619690277655e-07
-0.235277373689797,-2.33224237179644e-07
-0.225277373689797,-2.28983421420305e-07
-0.215277373689797,-2.24888882290492e-07
-0.205277373689797,-2.20931030543171e-07
-0.195277373689797,-2.17109578122556e-07
-0.185277373689797,-2.13401017093789e-07
-0.175277373689797,-2.09825045383353e-07
-0.165277373689797,-2.06355659337275e-07
-0.155277373689797,-2.02994688416891e-07
-0.145277373689797,-1.9973685760749e-07
-0.135277373689797,-1.96574578371487e-07
-0.125277373689797,-1.93505805152418e-07
-0.115277373689797,-1.90525958372648e-07
-0.105277373689797,-1.87631125470555e-07
-0.0952773736897966,-1.84817618513807e-07
-0.0852773736897966,-1.82081980576792e-07
-0.0752773736897966,-1.79420953339e-07
-0.0652773736897966,-1.76831464423029e-07
-0.0552773736897966,-1.74310612918534e-07
-0.0452773736897966,-1.71855657335896e-07
-0.0352773736897966,-1.69464004422754e-07
-0.0252773736897965,-1.67133199016202e-07
-0.0152773736897965,-1.64860914730077e-07
-0.00527737368979653,-1.62644945411854e-07
0.00472262631020348,-1.60483197282892e-07
0.0147226263102035,-1.58373681704411e-07
0.0247226263102035,-1.56314508503758e-07
0.0347226263102035,-1.54303879814095e-07
0.0447226263102035,-1.52340084379718e-07
0.0547226263102035,-1.50421492285283e-07
0.0647226263102035,-1.48546550073235e-07
0.0747226263102035,-1.46713776214996e-07
0.0847226263102036,-1.44921756905576e-07
0.0947226263102036,-1.43169142156865e-07
0.104722626310204,-1.41454642160533e-07
0.114722626310204,-1.39777023904102e-07
0.124722626310204,-1.38135108014202e-07
0.134722626310204,-1.36527765814422e-07
0.144722626310204,-1.34953916574806e-07
0.154722626310204,-1.33412524944774e-07
0.164722626310204,-1.31902598550097e-07
0.174722626310204,-1.30423185743355e-07
0.184722626310204,-1.28973373498057e-07
0.194722626310204,-1.27552285432815e-07
0.204722626310204,-1.26159079958269e-07
0.214722626310204,-1.24792948536404e-07
0.224722626310204,-1.23453114046735e-07
0.234722626310204,-1.22138829246921e-07
0.244722626310204,-1.20849375328145e-07
0.254722626310204,-1.19584060551542e-07
0.264722626310204,-1.18342218965568e-07
0.274722626310204,-1.17123209195475e-07
0.284722626310204,-1.15926413302787e-07
0.294722626310204,-1.14751235706679e-07
0.304722626310204,-1.13597102167608e-07
0.314722626310204,-1.12463458823893e-07
0.324722626310204,-1.11349771284082e-07
0.334722626310204,-1.1025552376432e-07
0.344722626310204,-1.09180218275576e-07
0.354722626310204,-1.08123373850739e-07
0.364722626310204,-1.07084525813566e-07
0.374722626310204,-1.0606322508642e-07
0.384722626310204,-1.05059037529987e-07
0.394722626310204,-1.04071543322019e-07
0.404722626310204,-1.03100336361469e-07
0.414722626310204,-1.02145023707447e-07
0.424722626310204,-1.01205225042736e-07
0.434722626310204,-1.00280572164457e-07
0.444722626310204,-9.93707085004636e-08
0.454722626310204,-9.84752886475718e-08
0.464722626310204,-9.75939779332694e-08
0.474722626310204,-9.67264519965079e-08
0.484722626310204,-9.58723963898801e-08
0.494722626310204,-9.50315061994239e-08
0.504722626310204,-9.42034856820265e-08
0.514722626310204,-9.33880479198045e-08
0.524722626310204,-9.25849144891292e-08
0.534722626310204,-9.17938151469683e-08
0.544722626310204,-9.10144875283189e-08
0.554722626310204,-9.02466768583416e-08
0.564722626310204,-8.94901356782892e-08
0.574722626310204,-8.87446235817087e-08
0.584722626310204,-8.80099069625664e-08
0.594722626310204,-8.72857587742822e-08
0.604722626310204,-8.65719582996438e-08
0.614722626310204,-8.58682909294473e-08
0.624722626310204,-8.51745479509263e-08
0.634722626310204,-8.44905263449233e-08
0.644722626310204,-8.38160285923212e-08
0.654722626310204,-8.31508624857485e-08
0.664722626310204,-8.24948409531848e-08
0.674722626310204,-8.18477818845939e-08
0.684722626310204,-8.12095079677598e-08
0.694722626310204,-8.05798465307415e-08
0.704722626310204,-7.99586293891877e-08
0.714722626310204,-7.93456927012882e-08
0.724722626310204,-7.87408768272094e-08
0.734722626310204,-7.81440261940886e-08
0.744722626310204,-7.75549891675305e-08
0.754722626310204,-7.69736179260466e-08
0.764722626310204,-7.63997683413316e-08
0.774722626310204,-7.58332998640128e-08
0.784722626310204,-7.52740754110651e-08
0.794722626310204,-7.47219612607434e-08
0.804722626310204,-7.41768269482897e-08
0.814722626310204,-7.36385451676188e-08
0.824722626310204,-7.31069916750162e-08
0.834722626310204,-7.25820451992435e-08
0.844722626310204,-7.20635873498584e-08
0.854722626310204,-7.15515025341209e-08
0.864722626310204,-7.1045677873111e-08
0.874722626310204,-7.0546003123589e-08
0.884722626310204,-7.0052370599734e-08
0.894722626310204,-6.95646751001558e-08
0.904722626310204,-6.90828138362106e-08
0.914722626310204,-6.86066863627375e-08
0.924722626310204,-6.81361945110915e-08
0.934722626310204,-6.76712423266525e-08
0.944722626310204,-6.72117360037681e-08
0.954722626310204,-6.67575838284822e-08
0.964722626310204,-6.63086961180662e-08
0.974722626310204,-6.58649851669234e-08
0.984722626310204,-6.54263651913418e-08
0.994722626310204,-6.49927522762019e-08
1.0047226263102,-6.45640643270285e-08
1.0147226263102,-6.41402210166153e-08
1.0247226263102,-6.37211437421591e-08
1.0347226263102,-6.33067555755714e-08
1.0447226263102,-6.28969812212461e-08
